age,balance,day,duration,campaign,pdays,previous,rank
50,231,21,397,2,-1,0,B
44,736,21,71,9,-1,0,B
35,434,13,1314,2,-1,0,A
46,385,29,52,4,-1,0,B
46,1375,17,308,3,-1,0,B
38,0,2,477,2,267,1,B
26,265,28,593,1,-1,0,B
43,-228,16,122,2,-1,0,B
42,1775,5,276,5,-1,0,B
32,7290,18,357,1,-1,0,A
40,754,6,635,1,-1,0,A
59,830,8,116,1,-1,0,B
37,308,7,96,3,-1,0,B
30,224,8,298,2,-1,0,B
38,2453,18,108,1,-1,0,B
38,994,9,119,1,-1,0,B
38,223,30,698,4,-1,0,B
31,596,17,184,6,196,2,B
30,28,15,778,5,301,1,B
40,-605,21,79,1,171,1,B
31,252,6,175,3,-1,0,B
26,222,26,318,1,120,3,A
30,1379,20,172,2,-1,0,B
31,3640,20,120,1,-1,0,B
43,1462,9,75,2,-1,0,B
52,2944,22,22,18,-1,0,B
46,836,27,199,4,-1,0,B
41,2576,8,296,5,361,11,B
39,260,13,226,1,94,4,A
46,176,29,131,1,-1,0,B
45,452,9,96,1,-1,0,B
43,311,6,92,1,-1,0,B
24,-248,16,187,1,-1,0,B
51,1466,7,406,2,-1,0,B
43,123,14,279,2,-1,0,B
48,1559,24,520,3,133,3,B
43,69,28,267,5,-1,0,B
38,2407,19,218,1,-1,0,B
57,658,10,724,1,-1,0,A
24,1690,15,543,3,350,3,B
31,68,9,169,2,-1,0,B
39,37,11,467,1,-1,0,B
51,126,6,152,1,-1,0,B
43,3173,15,746,1,-1,0,A
33,-370,26,108,7,-1,0,B
50,283,7,226,3,-1,0,B
57,2887,21,819,10,-1,0,A
34,642,17,351,1,-1,0,B
43,69,7,156,1,260,2,B
32,3271,4,949,3,-1,0,A
43,103,17,198,1,-1,0,B
44,148,19,311,2,-1,0,B
34,4343,9,85,4,-1,0,B
30,-340,30,156,8,-1,0,B
28,0,16,129,2,-1,0,B
25,-306,20,534,3,-1,0,B
31,0,7,953,3,-1,0,B
50,125,14,8,5,-1,0,B
27,218,14,1462,2,352,1,B
32,901,21,102,3,-1,0,B
51,3926,21,208,2,-1,0,B
58,5914,17,69,4,-1,0,B
35,576,28,8,13,-1,0,B
22,64,4,112,1,-1,0,B
51,-895,20,104,5,-1,0,B
27,1,17,259,1,-1,0,B
92,775,22,313,3,-1,0,A
28,1840,28,1472,1,143,10,B
40,1451,1,314,1,-1,0,A
34,412,13,217,1,287,2,B
48,141,6,424,1,-1,0,B
44,398,7,187,3,-1,0,B
53,208,19,179,9,-1,0,B
49,1838,8,203,1,-1,0,B
33,16,3,102,1,-1,0,B
29,85,14,76,2,-1,0,B
56,2750,11,115,2,-1,0,B
35,-550,23,874,3,-1,0,B
30,101,17,348,1,123,1,B
28,330,2,226,2,182,4,A
31,694,6,431,2,-1,0,B
39,0,20,286,4,-1,0,B
23,4084,3,118,7,-1,0,B
45,865,29,80,4,-1,0,B
43,285,15,22,6,-1,0,B
39,350,24,230,2,-1,0,B
36,583,30,859,1,235,1,B
37,1222,6,206,1,-1,0,B
42,197,18,199,1,-1,0,B
47,-767,18,329,3,-1,0,B
38,4,2,129,1,-1,0,B
50,420,5,107,1,-1,0,B
25,2311,21,1105,2,-1,0,A
61,997,10,106,1,-1,0,A
27,345,6,465,1,289,4,B
43,-796,7,190,4,-1,0,B
27,592,7,667,1,221,3,B
60,221,29,92,4,-1,0,B
59,0,5,153,1,-1,0,B
44,226,14,190,3,270,3,A
37,274,27,731,3,-1,0,A
48,1143,17,264,1,317,1,C
52,5601,4,46,1,-1,0,B
45,554,28,179,2,-1,0,B
50,297,31,29,10,-1,0,B
30,1243,13,86,1,174,1,B
34,464,18,173,1,299,2,B
50,246,17,270,1,123,2,B
46,332,9,772,1,-1,0,A
43,255,17,180,1,-1,0,B
42,744,6,157,1,-1,0,B
53,7,8,57,1,368,1,B
36,64,16,130,1,-1,0,B
42,-1781,7,197,2,-1,0,B
32,-796,21,80,3,-1,0,B
27,181,13,147,1,-1,0,B
42,974,30,73,2,-1,0,B
52,28,21,85,3,-1,0,B
56,-40,15,311,1,368,2,A
22,47,3,69,3,-1,0,B
42,247,31,114,2,-1,0,B
34,1698,27,39,7,-1,0,B
42,9720,5,81,2,-1,0,B
47,52,15,140,1,-1,0,B
32,-376,26,188,1,-1,0,B
33,69,2,300,2,-1,0,B
64,2645,3,219,2,-1,0,A
52,3204,19,77,1,-1,0,B
35,-312,30,116,1,21,1,B
51,-516,18,120,2,187,2,B
36,81,22,560,1,-1,0,A
53,888,9,128,1,-1,0,B
39,973,2,172,4,-1,0,B
80,173,2,87,3,-1,0,B
56,2796,31,39,3,-1,0,B
33,1909,8,191,2,-1,0,B
32,364,20,466,1,-1,0,B
29,247,8,134,1,-1,0,B
53,570,20,158,4,-1,0,B
38,-299,30,86,3,-1,0,B
45,323,5,197,1,-1,0,B
47,613,29,49,3,255,2,B
32,66,19,244,1,-1,0,B
42,3,20,47,1,190,1,B
25,800,13,151,4,-1,0,B
26,1216,16,472,2,-1,0,B
57,2299,12,39,3,-1,0,B
30,10152,6,1108,2,270,1,B
56,2780,6,81,3,-1,0,B
32,26,22,222,6,-1,0,B
26,16,8,249,2,-1,0,B
59,87,4,65,10,-1,0,B
43,392,17,332,5,-1,0,B
41,65,22,157,1,-1,0,B
27,893,16,154,2,-1,0,A
65,5251,14,226,5,-1,0,B
31,1601,7,615,1,137,3,B
52,7,5,175,1,-1,0,B
38,4196,12,193,2,-1,0,B
46,1920,22,604,6,-1,0,A
31,1129,18,145,3,-1,0,B
45,4958,4,212,4,-1,0,B
42,0,13,325,2,-1,0,B
42,1059,20,163,2,-1,0,B
76,802,9,241,1,181,5,A
39,774,21,29,1,-1,0,B
58,1191,6,78,2,-1,0,B
30,1913,12,250,2,-1,0,B
52,0,6,235,3,-1,0,B
38,599,4,331,2,-1,0,B
57,1963,8,178,3,-1,0,B
28,957,12,646,3,-1,0,B
58,1227,14,182,2,37,2,B
24,166,10,256,2,-1,0,A
48,3842,1,168,1,122,2,B
34,1186,18,131,1,-1,0,B
51,25856,14,129,2,-1,0,B
29,596,30,510,2,-1,0,B
33,134,9,91,2,-1,0,B
33,-403,28,217,1,-1,0,B
46,2851,19,122,2,-1,0,B
36,641,17,735,2,-1,0,B
48,89,12,34,4,-1,0,B
32,60,19,153,7,-1,0,B
47,368,21,403,1,87,6,A
54,-488,3,172,2,-1,0,B
35,35,30,358,1,-1,0,B
54,-58,12,143,4,-1,0,B
38,5891,27,160,3,-1,0,B
37,0,2,440,2,-1,0,B
37,213,5,323,1,-1,0,B
43,5704,6,139,2,-1,0,B
31,373,10,132,6,-1,0,A
40,0,6,225,1,-1,0,B
37,152,17,252,2,-1,0,B
59,258,29,266,1,-1,0,A
40,1548,13,101,3,-1,0,B
36,812,7,99,4,-1,0,B
40,1293,16,1702,3,105,2,A
28,170,14,16,5,-1,0,B
50,59,25,57,5,-1,0,B
42,0,5,562,2,-1,0,A
31,855,20,172,4,-1,0,B
54,489,20,280,4,287,3,B
34,147,2,80,3,-1,0,B
37,57,5,345,1,-1,0,A
41,2550,15,894,2,347,2,B
56,6114,29,168,2,-1,0,B
55,728,7,247,1,-1,0,B
40,1871,17,64,1,-1,0,B
59,6888,20,1025,2,-1,0,A
45,5993,2,116,1,-1,0,B
39,81,27,49,4,-1,0,B
30,799,13,674,1,-1,0,A
33,1430,18,74,3,349,2,B
54,2062,14,438,2,-1,0,B
26,122,8,160,1,-1,0,B
32,338,13,73,3,-1,0,B
32,112,5,118,1,-1,0,B
33,135,17,114,1,345,2,B
36,64,8,143,2,-1,0,B
53,6649,7,83,1,-1,0,B
45,49,29,65,2,-1,0,B
31,347,5,254,3,260,1,B
30,187,28,66,4,-1,0,B
45,2429,13,171,2,-1,0,B
36,0,19,238,1,-1,0,B
48,9131,14,902,5,-1,0,B
40,5349,6,471,1,-1,0,B
30,370,20,142,1,-1,0,B
39,1914,18,94,4,-1,0,B
27,91,8,168,2,-1,0,B
53,451,29,56,2,-1,0,B
46,4726,8,405,1,-1,0,B
55,496,25,85,1,-1,0,B
39,807,13,69,1,260,6,B
48,-130,29,110,2,61,9,B
41,1316,30,127,3,-1,0,B
37,1175,15,102,1,333,2,B
26,-164,28,69,2,-1,0,B
33,4790,20,137,1,272,2,B
50,3117,9,174,1,-1,0,B
39,4608,16,36,1,-1,0,B
34,1717,21,269,2,-1,0,B
27,4909,17,159,3,-1,0,B
27,535,6,446,3,-1,0,B
60,209,14,391,3,106,1,A
47,570,12,864,3,-1,0,B
40,3585,15,506,3,-1,0,A
42,2152,30,361,2,181,2,B
60,0,18,138,1,-1,0,B
46,834,11,196,2,-1,0,B
30,317,12,246,6,-1,0,B
43,469,17,181,4,-1,0,B
38,228,5,105,1,-1,0,B
56,0,9,139,5,265,4,B
54,784,15,579,1,-1,0,B
34,475,29,538,8,-1,0,B
39,561,17,88,1,-1,0,B
60,3820,15,186,1,-1,0,B
36,413,18,84,1,-1,0,B
44,3932,8,40,2,-1,0,B
36,218,4,619,6,-1,0,A
31,284,21,45,4,-1,0,B
52,3034,9,206,2,-1,0,B
43,144,7,131,3,-1,0,B
44,2756,30,57,4,-1,0,B
42,1027,17,188,2,168,2,B
33,201,19,171,1,183,1,B
49,1377,7,1101,1,-1,0,B
57,334,10,356,1,-1,0,B
32,421,6,851,6,-1,0,B
52,1355,30,131,1,241,1,B
32,344,26,530,2,-1,0,A
40,1060,17,14,3,-1,0,B
60,0,15,94,3,-1,0,B
58,1101,17,99,3,-1,0,B
36,1,8,1242,3,-1,0,A
34,202,21,114,2,-1,0,B
37,46,15,154,1,-1,0,B
45,219,29,142,8,-1,0,B
46,-3,28,205,2,-1,0,B
30,280,12,100,1,-1,0,B
32,1352,20,221,3,-1,0,B
53,-162,14,81,6,-1,0,B
77,300,9,511,1,-1,0,B
29,8,7,233,1,-1,0,B
45,0,13,43,3,-1,0,B
39,-1586,16,89,2,-1,0,B
29,966,9,1185,1,396,2,B
30,21,5,4,1,-1,0,B
53,465,7,111,2,-1,0,B
34,641,16,467,1,-1,0,B
35,992,1,238,1,-1,0,A
42,372,3,654,2,-1,0,A
32,-370,27,98,1,-1,0,B
40,9366,11,69,3,-1,0,A
35,603,17,474,2,-1,0,B
39,1654,17,376,1,-1,0,B
50,684,7,1834,2,-1,0,B
40,1077,19,309,1,-1,0,B
57,2439,14,32,1,-1,0,C
44,0,28,320,2,-1,0,B
48,0,18,106,1,-1,0,B
42,83,7,184,1,-1,0,B
34,34,13,188,3,-1,0,B
59,-365,17,408,11,-1,0,B
46,-154,7,215,2,294,1,B
51,95,23,1309,4,-1,0,A
31,2882,6,158,2,-1,0,B
33,112,22,112,4,-1,0,B
37,-296,20,81,1,-1,0,B
42,201,30,841,1,85,2,A
38,0,20,111,1,-1,0,B
42,1533,5,86,1,-1,0,B
28,47,21,304,3,-1,0,B
31,37,12,281,1,-1,0,B
26,2669,16,242,1,-1,0,B
31,395,19,196,3,117,3,B
28,1414,8,294,1,521,1,A
25,553,17,113,4,479,1,B
32,3166,20,418,3,-1,0,B
60,804,7,36,2,-1,0,B
39,2198,16,418,1,-1,0,B
36,506,8,208,4,-1,0,B
46,15,3,218,5,-1,0,B
56,4719,7,82,4,-1,0,B
27,2457,29,123,4,-1,0,B
26,1327,30,171,4,-1,0,B
30,-242,25,124,2,-1,0,B
39,1427,28,454,1,-1,0,B
31,354,21,242,2,-1,0,A
30,0,13,173,4,562,1,B
29,2489,7,1002,3,283,2,B
46,174,8,157,1,-1,0,B
25,19,10,133,1,-1,0,B
33,1034,12,23,6,295,6,B
38,171,20,172,1,-1,0,B
31,176,21,241,4,-1,0,B
41,791,5,215,1,80,1,B
33,-260,17,224,2,-1,0,B
26,74,8,362,1,-1,0,B
41,-571,26,207,4,-1,0,B
56,4266,17,490,4,-1,0,A
48,474,3,414,1,-1,0,B
42,0,25,129,4,-1,0,B
34,3723,27,47,5,-1,0,B
30,13763,18,313,3,-1,0,B
34,0,26,465,2,-1,0,B
34,582,9,189,3,-1,0,B
38,1560,18,9,2,178,3,B
50,0,21,37,2,-1,0,B
49,1060,31,137,6,-1,0,B
31,-692,6,117,2,-1,0,B
33,1521,14,222,1,-1,0,B
58,3884,9,399,8,-1,0,B
57,381,29,126,1,-1,0,B
55,211,18,111,3,-1,0,B
44,1588,3,84,15,-1,0,B
50,157,27,50,4,-1,0,B
57,93,9,82,2,-1,0,B
42,6573,7,56,4,-1,0,B
29,765,16,238,1,-1,0,A
54,1146,12,205,2,-1,0,B
38,884,17,113,2,149,3,B
41,49,28,534,8,-1,0,B
28,204,27,247,1,-1,0,B
53,751,3,1528,2,-1,0,A
53,-31,21,82,8,-1,0,B
29,262,20,130,2,-1,0,B
30,97,4,417,1,-1,0,B
51,610,30,436,3,-1,0,B
34,17672,20,548,1,-1,0,B
47,389,6,145,2,-1,0,B
49,790,7,324,3,-1,0,B
55,41923,6,69,3,-1,0,B
27,-59,8,154,3,-1,0,B
56,596,12,123,1,-1,0,B
36,2996,14,104,1,-1,0,B
56,0,16,1222,1,-1,0,A
47,3008,15,236,3,-1,0,B
57,1694,17,378,1,-1,0,B
34,338,9,162,2,-1,0,B
58,1430,20,861,6,321,5,B
32,406,29,35,24,-1,0,B
45,377,28,26,23,-1,0,B
31,26,18,419,1,127,6,A
44,607,13,119,2,-1,0,B
37,398,19,206,1,-1,0,B
33,806,6,124,3,-1,0,B
36,9149,13,141,3,-1,0,B
44,0,31,160,5,-1,0,B
44,447,14,106,5,-1,0,B
46,4629,1,67,1,41,1,B
48,4746,21,32,11,-1,0,B
39,0,4,281,3,-1,0,B
33,206,15,287,2,-1,0,B
47,-185,18,84,2,-1,0,B
32,-458,27,143,1,-1,0,B
41,532,20,414,2,285,1,B
28,687,13,113,3,33,2,B
54,381,16,198,1,-1,0,B
33,568,7,219,1,-1,0,B
31,0,23,36,1,-1,0,B
22,279,13,270,1,-1,0,B
33,1782,20,437,4,-1,0,B
41,293,7,102,1,-1,0,B
33,0,20,27,16,-1,0,B
39,643,4,295,1,-1,0,B
31,1979,6,1205,1,-1,0,A
48,189,13,768,1,-1,0,B
23,565,28,162,7,-1,0,B
58,919,30,329,2,346,2,B
31,418,9,219,1,-1,0,B
38,324,17,167,3,-1,0,B
41,-18,2,83,6,-1,0,B
27,828,30,243,1,-1,0,B
44,1442,18,280,2,-1,0,B
54,11,18,48,10,-1,0,B
82,276,17,199,1,-1,0,A
49,0,19,141,2,-1,0,B
56,1238,5,1558,1,-1,0,A
32,92,28,116,1,-1,0,B
36,0,2,1576,3,-1,0,B
46,854,3,478,3,-1,0,B
55,215,12,202,1,-1,0,B
34,-17,15,319,7,-1,0,B
49,1101,18,29,3,-1,0,B
60,4,5,882,2,-1,0,B
60,1164,15,325,1,-1,0,B
31,4105,30,264,1,-1,0,B
47,1573,26,130,1,-1,0,B
44,80,14,387,2,-1,0,B
34,5,21,59,4,-1,0,B
32,104,25,211,3,-1,0,B
54,432,6,160,1,-1,0,B
38,1803,17,172,1,-1,0,B
32,4307,28,91,3,-1,0,B
30,254,21,202,1,-1,0,B
21,-273,13,340,1,-1,0,B
38,1373,22,119,4,-1,0,B
28,7,25,50,3,-1,0,B
36,260,6,167,3,299,2,B
32,1031,17,84,1,-1,0,B
49,1405,8,29,1,-1,0,B
58,565,7,876,1,-1,0,A
43,544,7,187,1,-1,0,B
37,105,8,69,2,-1,0,B
42,77,7,152,2,-1,0,B
42,9,21,509,1,-1,0,B
44,396,7,396,4,-1,0,B
22,33,12,369,1,-1,0,A
35,3329,18,166,1,-1,0,B
58,1965,18,125,1,-1,0,B
58,5701,30,354,1,87,1,A
26,1095,28,410,2,-1,0,B
30,392,6,124,1,167,3,B
39,0,2,46,2,-1,0,B
26,-579,16,320,3,-1,0,B
39,1986,19,367,1,-1,0,B
32,440,5,377,3,-1,0,B
27,4,9,490,1,-1,0,B
43,2081,22,554,3,-1,0,A
57,2550,29,73,2,-1,0,B
39,441,6,101,2,-1,0,B
30,4319,19,144,1,-1,0,B
19,1247,23,94,1,-1,0,B
48,904,5,128,2,-1,0,B
30,-366,18,516,1,-1,0,A
44,368,9,73,3,-1,0,B
45,672,28,227,3,187,1,B
31,246,16,230,2,-1,0,B
39,517,14,1328,1,-1,0,A
55,-196,20,210,2,-1,0,B
34,0,6,89,1,133,1,B
44,545,6,122,3,136,1,B
40,4,30,63,3,-1,0,B
29,1751,30,150,1,-1,0,B
34,837,13,495,1,-1,0,B
56,839,18,630,1,187,2,B
47,636,4,416,2,-1,0,B
34,934,18,909,3,-1,0,B
51,-467,9,216,5,-1,0,B
43,2374,20,316,2,264,2,B
38,1199,4,178,1,1,1,A
31,64,15,208,1,105,2,B
50,8345,11,561,1,-1,0,B
67,16353,27,223,2,-1,0,B
55,0,2,116,1,-1,0,A
33,4409,20,92,2,-1,0,B
51,296,4,211,5,-1,0,B
37,553,12,63,2,-1,0,B
70,2346,24,190,3,194,2,B
39,1007,18,281,1,-1,0,B
33,377,5,213,2,276,1,B
40,1527,20,317,2,-1,0,B
44,106,17,17,1,175,1,B
50,805,5,148,1,-1,0,B
50,0,17,328,3,-1,0,B
36,2317,19,56,2,-1,0,B
36,9068,23,98,1,-1,0,B
35,303,26,454,3,-1,0,C
28,0,23,339,4,-1,0,B
45,490,5,776,3,-1,0,B
37,20,11,207,1,370,1,B
32,3067,20,138,2,-1,0,B
32,91,12,209,1,-1,0,B
31,5,21,635,1,135,2,A
25,51,7,159,2,357,2,B
32,-691,2,53,1,-1,0,B
23,9,21,544,1,-1,0,B
39,394,17,981,2,-1,0,B
46,757,6,342,3,256,3,B
34,1831,20,203,2,-1,0,B
34,1267,2,87,4,-1,0,B
26,876,28,713,1,-1,0,B
29,2,26,171,1,-1,0,B
37,0,3,144,2,463,6,B
34,157,23,20,17,-1,0,B
28,417,6,523,2,363,2,B
26,335,29,393,2,-1,0,B
57,3105,14,173,11,-1,0,B
52,278,7,688,2,-1,0,B
42,-280,26,258,1,-1,0,B
44,0,28,43,1,-1,0,B
39,15,30,510,1,-1,0,A
55,400,21,137,4,-1,0,B
40,503,14,127,3,-1,0,B
41,413,8,292,2,-1,0,B
30,83,18,118,2,196,1,B
52,297,18,62,2,195,1,B
29,7863,14,1129,1,-1,0,A
56,4,6,31,3,-1,0,B
28,281,28,201,1,-1,0,B
41,2835,28,53,1,-1,0,B
35,302,6,137,1,364,1,B
23,2673,5,81,2,-1,0,B
31,3701,18,709,3,-1,0,B
58,741,20,81,2,-1,0,B
45,0,26,454,2,-1,0,B
49,917,11,165,6,-1,0,B
63,0,7,73,2,-1,0,B
37,0,18,850,2,-1,0,B
38,5,7,221,2,-1,0,B
38,0,15,146,4,-1,0,B
59,-23,7,287,2,-1,0,B
53,896,14,106,1,-1,0,B
34,3119,21,250,4,-1,0,B
35,612,14,47,4,-1,0,B
47,333,21,8,5,137,1,B
40,5,2,174,1,-1,0,B
56,0,20,249,1,-1,0,B
59,1939,23,172,1,-1,0,A
26,194,22,407,2,-1,0,A
32,8043,21,202,1,-1,0,B
41,67,20,185,2,150,2,B
50,5024,7,661,1,267,11,A
53,1467,5,124,1,-1,0,B
40,5766,17,68,2,173,1,B
55,1512,11,262,4,-1,0,B
46,1038,15,200,3,-1,0,B
46,624,17,336,2,183,2,A
32,297,13,225,2,-1,0,B
37,0,23,93,1,-1,0,B
52,2338,4,232,1,-1,0,B
32,5806,20,1503,2,-1,0,A
37,584,13,115,1,-1,0,B
31,4,17,234,2,-1,0,B
31,365,9,337,3,-1,0,B
42,-700,14,110,1,-1,0,B
55,151,15,88,2,-1,0,B
44,-119,2,132,5,-1,0,B
50,3674,30,886,3,-1,0,A
59,1115,19,834,1,-1,0,A
51,2244,28,360,2,-1,0,B
33,679,5,1109,2,-1,0,A
38,10,2,86,1,161,5,B
58,312,7,398,2,-1,0,B
38,7255,3,78,2,44,2,B
36,14,25,320,3,-1,0,B
33,2213,18,240,1,385,9,B
60,652,19,525,1,-1,0,B
27,629,18,680,2,-1,0,B
48,0,23,90,2,-1,0,B
47,769,5,183,1,265,2,B
29,149,15,242,2,-1,0,B
36,0,27,88,2,-1,0,B
32,254,28,319,1,-1,0,B
28,59,23,293,2,-1,0,B
45,2476,13,239,2,-1,0,B
21,682,6,266,1,-1,0,A
35,0,30,327,1,-1,0,B
47,407,5,67,12,-1,0,B
39,782,20,162,3,-1,0,B
34,1863,28,143,1,-1,0,B
29,3986,9,488,2,-1,0,B
50,4045,19,167,1,-1,0,B
56,126,14,113,2,-1,0,B
41,3123,3,1203,2,135,2,A
51,5403,19,698,1,-1,0,B
25,6246,9,98,3,-1,0,B
46,119,27,106,1,-1,0,B
47,0,7,164,1,-1,0,B
32,4133,19,175,6,-1,0,B
39,981,7,294,1,-1,0,B
46,-619,28,96,1,-1,0,B
27,1577,28,266,2,-1,0,B
34,-92,27,236,1,-1,0,B
39,-176,9,176,1,-1,0,B
39,-480,2,147,2,252,3,B
32,5,8,134,1,-1,0,B
32,13,27,88,2,-1,0,B
38,468,8,101,2,-1,0,B
32,415,23,76,2,-1,0,B
29,1450,28,195,1,-1,0,B
33,0,21,654,1,-1,0,A
45,31,28,280,1,-1,0,B
46,39,9,74,2,-1,0,B
26,-224,3,189,1,-1,0,B
62,135,16,446,13,96,1,B
30,102,7,614,2,-1,0,B
58,409,14,643,2,-1,0,B
37,79,15,110,2,-1,0,B
26,3160,27,154,1,-1,0,B
42,223,6,92,6,-1,0,B
45,0,21,173,1,192,1,B
30,2191,13,157,4,-1,0,B
33,2645,6,85,4,-1,0,B
43,0,30,275,2,296,1,A
59,116,11,268,1,183,7,A
30,2080,23,466,2,-1,0,B
62,2021,26,361,1,-1,0,A
40,200,6,322,2,-1,0,B
46,212,5,332,1,-1,0,B
54,1335,24,448,1,-1,0,B
58,0,17,219,1,186,2,B
56,302,4,378,2,-1,0,B
33,463,25,390,7,-1,0,B
32,344,14,54,11,-1,0,B
55,0,5,247,1,-1,0,B
35,1036,13,356,1,-1,0,B
29,-312,14,130,2,-1,0,B
53,246,29,158,2,247,1,B
55,12159,20,142,2,174,2,B
34,1221,6,182,1,90,8,B
32,864,28,17,19,-1,0,B
51,7197,14,45,5,-1,0,B
35,898,9,214,1,-1,0,A
29,4210,18,119,1,-1,0,B
42,50,5,48,1,-1,0,B
31,498,11,182,2,-1,0,B
29,805,28,70,1,-1,0,B
33,540,13,88,2,-1,0,B
46,-780,5,128,1,-1,0,B
57,3760,17,1070,1,-1,0,B
52,-110,29,141,1,-1,0,B
37,2320,20,59,3,342,1,B
32,2696,8,238,6,169,3,B
30,764,26,150,2,-1,0,B
33,71,15,94,4,-1,0,B
43,-2,9,124,1,-1,0,B
53,554,28,48,1,181,5,B
35,1684,28,39,8,-1,0,B
54,473,18,134,6,-1,0,B
32,138,20,94,4,-1,0,B
34,417,18,138,1,-1,0,B
30,5561,19,511,1,-1,0,A
47,151,5,190,1,-1,0,B
59,64,12,370,2,-1,0,B
55,23,5,291,1,-1,0,B
53,587,19,561,1,-1,0,A
38,31,11,891,2,-1,0,B
47,1112,13,129,1,-1,0,B
34,273,14,492,1,175,2,A
28,204,24,38,1,-1,0,B
42,37,28,28,16,-1,0,B
28,672,4,174,1,-1,0,B
28,216,13,66,1,-1,0,B
34,268,8,248,1,343,9,B
36,1993,13,174,1,359,2,B
58,116,16,580,3,-1,0,B
31,216,3,138,1,-1,0,B
33,1071,12,83,4,-1,0,B
26,658,23,34,4,-1,0,B
29,858,12,234,7,330,1,B
32,12269,16,141,1,-1,0,B
37,0,14,122,2,-1,0,B
49,5095,20,127,2,157,1,B
47,0,15,56,4,-1,0,B
35,222,18,187,2,-1,0,B
49,1672,17,128,3,-1,0,B
41,0,6,238,1,-1,0,B
47,24556,20,309,1,-1,0,B
59,478,11,108,5,-1,0,B
47,306,20,20,2,-1,0,B
35,25,10,144,1,-1,0,B
35,-206,19,85,4,-1,0,B
35,8127,6,315,1,-1,0,B
34,-16,15,212,3,364,2,B
33,302,16,670,1,-1,0,B
30,775,16,124,2,-1,0,B
31,1062,18,835,1,-1,0,C
48,20,27,145,3,-1,0,B
29,247,7,199,1,-1,0,B
58,321,17,254,2,-1,0,B
52,742,4,629,1,-1,0,B
40,879,2,349,3,-1,0,B
31,14387,20,128,1,-1,0,B
47,683,17,73,1,148,1,B
46,802,30,445,1,189,1,B
31,28,21,175,2,-1,0,B
36,1766,11,595,2,-1,0,A
35,0,28,19,14,-1,0,B
56,450,17,16,1,-1,0,B
29,451,28,451,1,-1,0,B
38,69,17,140,2,-1,0,B
37,847,20,54,1,-1,0,B
34,0,18,431,6,-1,0,B
33,544,7,155,1,-1,0,B
32,309,25,99,3,-1,0,B
50,12519,17,146,2,147,4,B
26,1274,9,101,1,-1,0,B
28,369,23,411,3,-1,0,B
35,543,22,624,2,-1,0,B
41,-256,3,147,2,-1,0,B
49,289,2,243,1,-1,0,B
39,481,29,376,1,-1,0,B
52,633,14,292,1,-1,0,B
43,205,15,226,2,-1,0,B
57,-171,3,397,2,-1,0,B
24,0,16,280,1,-1,0,B
62,4692,13,113,1,90,1,B
30,0,9,127,1,-1,0,B
47,430,8,89,8,-1,0,B
33,-359,29,59,2,-1,0,B
50,112,4,70,5,85,5,B
50,4,16,51,1,-1,0,B
25,-143,27,90,1,-1,0,B
60,1336,18,324,1,-1,0,B
56,364,5,105,1,-1,0,B
48,283,30,383,7,-1,0,B
55,3680,16,131,1,-1,0,B
35,1723,25,862,1,-1,0,A
29,0,6,667,2,-1,0,A
55,39,17,20,1,-1,0,B
31,205,3,342,2,-1,0,B
59,5788,14,56,2,350,2,B
42,9,15,98,3,-1,0,B
44,0,14,1594,1,148,1,A
44,163,14,1669,2,-1,0,A
42,1370,15,36,2,-1,0,B
58,96,21,850,1,-1,0,A
33,1988,8,211,2,-1,0,B
38,2812,3,322,1,187,1,B
31,816,16,339,1,-1,0,B
38,290,16,283,1,-1,0,B
77,680,27,341,4,94,3,B
34,654,25,152,1,-1,0,B
37,0,10,351,2,-1,0,B
43,2383,13,379,6,-1,0,A
49,147,2,559,1,189,4,B
37,-738,5,303,1,-1,0,B
34,2037,15,324,2,-1,0,A
31,196,7,248,1,-1,0,B
47,1011,6,808,1,-1,0,A
32,1211,19,206,4,-1,0,B
49,383,23,290,3,-1,0,B
46,2367,6,86,3,-1,0,B
32,-341,15,339,1,345,3,B
19,5368,4,77,6,-1,0,B
55,0,7,122,1,245,4,B
37,578,8,401,4,-1,0,B
41,-396,7,104,4,-1,0,B
36,-456,11,252,1,-1,0,B
34,500,18,240,2,182,1,B
26,1690,28,408,3,-1,0,B
31,0,25,293,4,-1,0,B
32,1534,2,199,2,-1,0,B
33,457,30,159,1,191,4,B
49,1784,12,753,1,-1,0,B
46,846,8,369,2,-1,0,B
48,543,16,152,1,336,1,B
57,375,21,135,1,-1,0,A
56,264,7,639,2,280,5,B
42,0,30,351,2,-1,0,B
47,232,24,208,1,-1,0,B
28,12,30,73,3,256,3,B
44,2439,30,133,2,-1,0,B
28,231,25,568,2,-1,0,B
58,499,29,181,1,-1,0,B
32,201,18,110,2,-1,0,B
39,1411,20,625,2,-1,0,B
55,-185,2,463,2,-1,0,B
32,-267,7,98,1,-1,0,B
46,-637,8,218,1,172,1,B
40,3122,12,344,3,-1,0,B
57,4168,16,47,1,-1,0,B
35,-15,21,554,3,-1,0,B
31,863,25,166,3,111,6,B
52,195,18,220,1,63,5,A
26,288,12,49,2,-1,0,B
48,5473,24,232,2,-1,0,A
36,332,22,566,7,-1,0,B
33,348,7,263,2,294,1,B
59,3552,17,690,1,123,7,B
46,3941,19,499,1,-1,0,B
27,37,13,163,3,-1,0,B
31,125,4,200,1,91,1,B
27,73,5,140,1,-1,0,B
49,3293,24,260,1,77,9,B
